0,4.42084,
1,1.37123,
2,2.16159,
3,1.24064,
4,3.19731,
5,2.58669,
6,1.8975,
7,1.48923,
8,3.16052,
9,1.25399,
10,3.737,
11,1.53773,
12,3.03345,
13,1.81164,
14,2.5402,
15,2.71926,
16,3.20842,
17,1.52124,
18,2.02763,
19,1.47105,
20,4.97596,
21,1.34304,
22,2.45195,
23,1.67853,
24,3.2106,
25,3.40389,
26,2.8005,
27,1.44949,
28,3.46302,
29,1.67743,
30,3.75475,
31,1.43818,
32,3.38412,
33,1.53323,
34,2.39966,
35,2.56866,
36,3.55182,
37,1.53194,
38,2.62075,
39,1.66878,
40,5.32293,
41,1.7059,
42,2.79223,
43,1.73205,
44,3.553,
45,2.97646,
46,2.52747,
47,1.51977,
48,3.53037,
49,1.50465,
50,4.80308,
51,1.48976,
52,3.71068,
53,1.49784,
54,2.31445,
55,2.80042,
56,3.58413,
57,1.47265,
58,2.57181,
59,1.55439,
60,5.09903,
61,1.44342,
62,2.34441,
63,1.42376,
64,3.60804,
65,2.84643,
66,2.29449,
67,1.48082,
68,3.79428,
69,1.72081,
70,3.9941,
71,1.67347,
72,3.61918,
73,1.4239,
74,2.42226,
75,3.6273,
76,3.55934,
77,1.5042,
78,2.35567,
79,1.47002,
80,5.12681,
81,1.49535,
82,2.45421,
83,1.50129,
84,3.7008,
85,2.59021,
86,2.51054,
87,1.45418,
88,3.3633,
89,1.41941,
90,3.64987,
91,1.4037,
92,3.35024,
93,1.41792,
94,2.27424,
95,2.66282,
96,3.40707,
97,1.37045,
98,2.27232,
99,1.37426,
-2.16676e-28,-1.78208e-30,-0.274523,0.200325,0.233071,0.197253,0.160798,0.164352,0.115648,0.0892375,0.0705262,
100000,10,256,0.05,1
