0,1.39568,
1,0.49899,
2,0.690237,
3,0.504023,
4,0.980352,
5,0.772375,
6,0.688798,
7,0.507892,
8,0.975442,
9,0.507233,
10,1.01873,
11,0.502129,
12,0.979448,
13,0.503097,
14,0.690198,
15,0.773358,
16,0.975934,
17,0.50756,
18,0.685956,
19,0.499865,
20,1.30942,
21,0.502031,
22,0.68893,
23,0.505202,
24,0.980284,
25,1.05839,
26,0.689523,
27,0.495548,
28,0.983216,
29,0.505271,
30,1.02121,
31,0.499728,
32,0.979631,
33,0.505218,
34,0.688919,
35,0.771112,
36,0.970799,
37,0.496206,
38,0.687548,
39,0.504195,
40,1.30289,
41,0.513473,
42,0.68978,
43,0.500969,
44,0.977272,
45,0.773984,
46,0.696476,
47,0.501073,
48,0.973958,
49,0.495412,
50,1.31096,
51,0.503466,
52,0.980429,
53,0.500543,
54,0.681602,
55,0.769661,
56,0.97993,
57,0.49923,
58,0.692012,
59,0.494778,
60,1.29988,
61,0.501753,
62,0.686923,
63,0.504574,
64,0.976862,
65,0.770292,
66,0.686479,
67,0.498382,
68,0.971269,
69,0.501604,
70,1.01734,
71,0.504726,
72,0.970248,
73,0.499675,
74,0.686976,
75,1.06066,
76,0.97067,
77,0.501637,
78,0.679869,
79,0.500824,
80,1.2981,
81,0.500657,
82,0.69101,
83,0.500941,
84,0.971106,
85,0.763604,
86,0.686853,
87,0.500988,
88,0.976646,
89,0.494258,
90,1.0204,
91,0.49568,
92,0.976669,
93,0.499294,
94,0.688539,
95,0.76622,
96,0.971159,
97,0.500555,
98,0.684086,
99,0.504985,
-0.866625,-3.63238,-3.98982,-2.46438,-1.19092,-0.502084,-0.206553,-0.857434,-0.425731,-0.165026,-0.132451,
50000,10,8,0.05,1
0,1.6682,
1,0.610752,
2,0.825725,
3,0.603987,
4,1.15493,
5,0.925461,
6,0.821692,
7,0.60703,
8,1.16524,
9,0.619267,
10,1.20916,
11,0.608639,
12,1.16586,
13,0.603448,
14,0.814558,
15,0.920124,
16,1.1678,
17,0.608945,
18,0.826127,
19,0.609016,
20,1.544,
21,0.601321,
22,0.831102,
23,0.605714,
24,1.1628,
25,1.2467,
26,0.823027,
27,0.60521,
28,1.15967,
29,0.603091,
30,1.20578,
31,0.609901,
32,1.16931,
33,0.605358,
34,0.823603,
35,0.930388,
36,1.16642,
37,0.613372,
38,0.821523,
39,0.602586,
40,1.54568,
41,0.60186,
42,0.820044,
43,0.606939,
44,1.17437,
45,0.924671,
46,0.818739,
47,0.609451,
48,1.17417,
49,0.59968,
50,1.5391,
51,0.60264,
52,1.16847,
53,0.603819,
54,0.827567,
55,0.929346,
56,1.15947,
57,0.606692,
58,0.82526,
59,0.597886,
60,1.54375,
61,0.60786,
62,0.82276,
63,0.609156,
64,1.16273,
65,0.92469,
66,0.815659,
67,0.60845,
68,1.16973,
69,0.601495,
70,1.21632,
71,0.607296,
72,1.17382,
73,0.605651,
74,0.829715,
75,1.23415,
76,1.17355,
77,0.601808,
78,0.82196,
79,0.614499,
80,1.55067,
81,0.607183,
82,0.815175,
83,0.606312,
84,1.16806,
85,0.93182,
86,0.826417,
87,0.602254,
88,1.1701,
89,0.606998,
90,1.21239,
91,0.600064,
92,1.16336,
93,0.611532,
94,0.823055,
95,0.9316,
96,1.16769,
97,0.604942,
98,0.814422,
99,0.610051,
-1.10455,-3.85973,-3.478,-2.21414,-1.00332,-0.643174,-0.323656,-0.618723,-0.34942,-0.151077,-0.141067,
50000,10,16,0.05,1
0,3.96948,
1,1.43256,
2,1.94135,
3,1.42042,
4,2.71017,
5,2.22364,
6,1.97229,
7,1.43108,
8,2.745,
9,1.43802,
10,2.87159,
11,1.42498,
12,2.71667,
13,1.43154,
14,1.9633,
15,2.23706,
16,2.7415,
17,1.42287,
18,1.98631,
19,1.40568,
20,3.64601,
21,1.42885,
22,1.98494,
23,1.43658,
24,2.7308,
25,3.05354,
26,1.96347,
27,1.43745,
28,2.70464,
29,1.42588,
30,2.91335,
31,1.44436,
32,2.73229,
33,1.4328,
34,1.95722,
35,2.23464,
36,2.74766,
37,1.43188,
38,1.95628,
39,1.45998,
40,3.64822,
