0,242.656,
1,12.3497,
2,11.2942,
3,11.0697,
4,10.9906,
2000,10,10,0.0234375,0.0116928
0,417.343,
1,12.0178,
2,10.8173,
3,10.5401,
4,10.4305,
4000,10,10,0.0234375,0.0223728
0,4.83758e+09,
1,461337,
2,128132,
3,102879,
4,94012.1,
6000,10,10,0.0234375,0.0337693
0,4.36487e+06,
1,3337.82,
2,311.24,
3,170.123,
4,135.891,
8000,10,10,0.0234375,0.0402254
0,8.45298e+07,
1,107368,
2,4526.01,
3,3610.03,
4,3249.59,
10000,10,10,0.0234375,0.0531165
0,15334.5,
1,81.624,
2,10.2493,
3,10.0362,
4,9.94633,
15000,10,10,0.0234375,0.0801013
0,1.98839e+10,
1,1.06675e+06,
2,333046,
3,232892,
4,196283,
20000,10,10,0.0234375,0.106415
0,38127.2,
1,40.435,
2,11.4637,
3,10.8239,
4,10.5863,
25000,10,10,0.0234375,0.123706
0,19172.7,
1,15.7107,
2,10.7829,
3,10.3895,
4,10.2425,
30000,10,10,0.0234375,0.156872
0,1.64662e+23,
1,2.79104e+20,
2,1.27986e+17,
3,6.80946e+16,
4,5.07555e+16,
40000,10,10,0.0234375,0.193809
0,913065,
1,231.8,
2,46.4538,
3,25.9912,
4,20.7436,
50000,10,10,0.0234375,0.242525
0,7.30411e+11,
1,6.71953e+06,
2,704119,
3,256680,
4,158757,
60000,10,10,0.0234375,0.300713
0,2.15941e+37,
1,2.4959e+34,
2,7.28284e+30,
3,2.85678e+30,
4,1.98394e+30,
70000,10,10,0.0234375,0.339579
